id,type,room_id,campus_id
2672,corridor,-1,1
2673,corridor,-1,1
2674,roomDoor,811,1
2675,roomDoor,810,1
2676,corridor,-1,1
2678,stairs,-1,1
2679,corridor,-1,1
2680,corridor,-1,1
2681,roomDoor,808,1
2682,roomDoor,807,1
2683,corridor,-1,1
2684,roomDoor,814,1
2685,corridor,-1,1
2686,roomDoor,809,1
2687,corridor,-1,1
2688,corridor,-1,1
2689,corridor,-1,1
2690,corridor,-1,1
2691,corridor,-1,1
2692,corridor,-1,1
2693,corridor,-1,1
2695,corridor,-1,1
2696,corridor,-1,1
2697,roomDoor,951,1
2698,corridor,-1,1
2699,roomDoor,952,1
2700,corridor,-1,1
2701,roomDoor,950,1
2702,corridor,-1,1
2703,roomDoor,954,1
2704,stairs,-1,1
2705,corridor,-1,1
2706,roomDoor,956,1
2708,roomDoor,949,1
3645,roomDoor,1346,1
3646,corridor,-1,1
3647,roomDoor,1359,1
3648,roomDoor,1338,1
3649,corridor,-1,1
3650,roomDoor,1337,1
3651,corridor,-1,1
3652,roomDoor,1340,1
3653,corridor,-1,1
3655,corridor,-1,1
3656,roomDoor,1336,1
3657,corridor,-1,1
3658,roomDoor,1335,1
3659,roomDoor,1345,1
3660,corridor,-1,1
3661,roomDoor,1339,1
3662,corridor,-1,1
3663,roomDoor,1334,1
3664,corridor,-1,1
3665,corridor,-1,1
3666,roomDoor,1351,1
3668,roomDoor,1354,1
3669,corridor,-1,1
3670,roomDoor,1347,1
3671,roomDoor,1350,1
3672,corridor,-1,1
3673,roomDoor,1344,1
3674,corridor,-1,1
